CHEMICAL_ID,COMP_ID,                               Group   HMDB_ID,                               Sample   HMDB_ID,BIOCHEMICAL,CAS,CHEMSPIDER,KEGG,MASS,PATHWAY_SORTORDER,PLATFORM,PUBCHEM,RI,SUB_PATHWAY,SUPER_PATHWAY,COMMENT
100015831,57511,,,linolenoylcarnitine (C18:3)*,,,,422.32649000000004,1363.0,LC/MS Pos Late,,1310.0,Fatty Acid Metabolism(Acyl Carnitine),Lipid,linolenoylcarnitine (C18:3)*
100006726,52608,HMDB12252,,linoleoyl ethanolamide,68171-52-8,4446566.0,,322.27515,1575.0,LC/MS Neg,5283446.0,6150.0,Endocannabinoid,Lipid,linoleoyl ethanolamide
100010922,54955,HMDB07257,,linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*,,,,658.5405099999999,2241.0,LC/MS Pos Late,,2566.0,Diacylglycerol,Lipid,linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*
100010923,54956,HMDB07257,,linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*,,,,658.5405099999999,2242.0,LC/MS Pos Late,,2624.0,Diacylglycerol,Lipid,linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*
100010941,54968,HMDB07248,,linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*,,,,634.5405099999999,2231.0,LC/MS Pos Late,,2689.0,Diacylglycerol,Lipid,linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*
100003151,46223,HMDB06469,,linoleoylcarnitine (C18:2)*,36816-10-1,4952667.0,,424.34214000000003,1362.0,LC/MS Pos Late,6450015.0,1430.0,Fatty Acid Metabolism(Acyl Carnitine),Lipid,linoleoylcarnitine (C18:2)*
100015760,57463,,,linoleoylcholine*,,,,366.33666,1407.0,LC/MS Pos Late,,1388.0,Fatty Acid Metabolism (Acyl Choline),Lipid,linoleoylcholine*
407,1301,HMDB00182,,lysine,56-87-1,5747.0,C00047,147.11281,84.0,LC/MS Pos Early,5962.0,2850.0,Lysine Metabolism,Amino Acid,lysine
409,1303,HMDB00156,,malate,6915-15-7,510.0,C00149,133.01425,1079.0,LC/MS Neg,525.0,615.6,TCA Cycle,Energy,malate
100000707,20676,HMDB00176,,maleate,110-16-7,392248.0,C01384,115.00368,1262.0,LC/MS Polar,444266.0,2510.0,"Fatty Acid, Dicarboxylate",Lipid,maleate
818,15872,HMDB00691,,malonate,141-82-2;26522-22-85-0,844.0,C00383,103.00368,1096.0,LC/MS Polar,867.0,3447.0,Fatty Acid Synthesis,Lipid,malonate
100001740,46142,HMDB00247,,mannitol/sorbitol,,440.0,C00794,181.07176,991.0,LC/MS Polar,5780.0,2320.0,"Fructose, Mannose and Galactose Metabolism",Carbohydrate,mannitol/sorbitol
803,48153,HMDB00169,,mannose,3458-28-4,141983.0,C00159,225.06159,992.0,LC/MS Polar,18950.0,2200.0,"Fructose, Mannose and Galactose Metabolism",Carbohydrate,mannose
891,1121,HMDB02259,,margarate (17:0),506-12-7,10033.0,,269.2486,1129.0,LC/MS Neg,10465.0,5731.0,Long Chain Fatty Acid,Lipid,margarate (17:0)
100004054,57512,HMDB06210,,margaroylcarnitine*,106182-29-0,35015987.0,,414.35778999999997,1388.0,LC/MS Pos Late,,1424.0,Fatty Acid Metabolism(Acyl Carnitine),Lipid,margaroylcarnitine*
100002405,38306,HMDB01921,,metformin,1115-70-4,3949.0,C07151,130.10873,4241.0,LC/MS Pos Early,4091.0,2817.0,Drug,Xenobiotics,metformin
415,1302,HMDB00696,,methionine,63-68-3,5907.0,C00073,150.05833,310.0,LC/MS Pos Early,6137.0,2526.0,"Methionine, Cysteine, SAM and Taurine Metabolism",Amino Acid,methionine
100004635,44878,,,methionine sulfone,820-10-0,63154.0,,182.04816,314.0,LC/MS Pos Early,69961.0,1250.0,"Methionine, Cysteine, SAM and Taurine Metabolism",Amino Acid,methionine sulfone
100000039,18374,HMDB02005,,methionine sulfoxide,3226-65-1,139840.0,C02989,166.05325,315.0,LC/MS Pos Early,158980.0,1272.0,"Methionine, Cysteine, SAM and Taurine Metabolism",Amino Acid,methionine sulfoxide
100005864,46144,,,methyl glucopyranoside (alpha + beta),,,,193.0718,3938.0,LC/MS Neg,,1070.0,Food Component/Plant,Xenobiotics,methyl glucopyranoside (alpha + beta)
100006116,48429,,,methyl-4-hydroxybenzoate sulfate,,,,230.99687999999998,3553.0,LC/MS Neg,,2873.0,Benzoate Metabolism,Xenobiotics,methyl-4-hydroxybenzoate sulfate
100001805,37070,HMDB61711,,methylphosphate,7023-27-0,12578.0,,112.99983,3370.0,LC/MS Pos Early,13130.0,544.0,Purine and Pyrimidine Metabolism,Nucleotide,methylphosphate
2051,15745,HMDB01844,,methylsuccinate,498-21-5,9922.0,,131.03498000000002,292.0,LC/MS Polar,10349.0,2800.0,"Leucine, Isoleucine and Valine Metabolism",Amino Acid,methylsuccinate
100009275,53031,,,methylsuccinoylcarnitine (1),,,,276.14417000000003,293.0,LC/MS Pos Early,,2589.0,"Leucine, Isoleucine and Valine Metabolism",Amino Acid,methylsuccinoylcarnitine (1)
363,1124,HMDB00211,,myo-inositol,87-89-8,10239179.0,C00137,225.06159,1589.0,LC/MS Polar,892.0,3506.3,Inositol Metabolism,Lipid,myo-inositol
519,1365,HMDB00806,,myristate (14:0),544-63-8,10539.0,C06424,227.20165,1121.0,LC/MS Neg,11005.0,5440.0,Long Chain Fatty Acid,Lipid,myristate (14:0)
100001198,32418,HMDB02000,,myristoleate (14:1n5),544-64-9,4444564.0,C08322,225.18599999999998,1122.0,LC/MS Neg,5281119.0,5346.9,Long Chain Fatty Acid,Lipid,myristoleate (14:1n5)
100006051,48182,,,myristoleoylcarnitine (C14:1)*,889848-55-9,34999520.0,,370.29471,1366.0,LC/MS Pos Late,90659872.0,1316.0,Fatty Acid Metabolism(Acyl Carnitine),Lipid,myristoleoylcarnitine (C14:1)*
100009038,57365,HMDB12085,,myristoyl dihydrosphingomyelin (d18:0/14:0)*,,24846886.0,,677.5592,2282.0,LC/MS Pos Late,,2060.0,Sphingolipid Metabolism,Lipid,myristoyl dihydrosphingomyelin (d18:0/14:0)*
100001270,33952,HMDB05066,,myristoylcarnitine (C14),18822-89-4,4932274.0,,372.31084,1357.0,LC/MS Pos Late,6426854.0,1350.0,Fatty Acid Metabolism(Acyl Carnitine),Lipid,myristoylcarnitine (C14)
100006001,52358,HMDB61167,,"N,O-didesmethylvenlafaxine glucuronide",1021933-99-2,,,424.19769,4337.0,LC/MS Neg,,2639.0,Drug,Xenobiotics,"N,O-didesmethylvenlafaxine glucuronide"
100001086,31536,HMDB00439,,N-(2-furoyl)glycine,5657-19-2;5657-19-2,20549.0,,168.03023000000002,3853.0,LC/MS Neg,21863.0,1525.0,Food Component/Plant,Xenobiotics,N-(2-furoyl)glycine
100004299,43255,,,N-acetyl-1-methylhistidine*,,,,212.1028,67.0,LC/MS Pos Early,193270.0,2100.0,Histidine Metabolism,Amino Acid,N-acetyl-1-methylhistidine*
100002204,43256,,,N-acetyl-3-methylhistidine*,37841-04-6,19993498.0,,210.08841,66.0,LC/MS Neg,193270.0,1360.0,Histidine Metabolism,Amino Acid,N-acetyl-3-methylhistidine*
100001612,35665,HMDB01067,,N-acetyl-aspartyl-glutamate (NAAG),3106-85-2,5065.0,C12270,305.09795,50.0,LC/MS Pos Early,5255.0,1035.0,Glutamate Metabolism,Amino Acid,N-acetyl-aspartyl-glutamate (NAAG)
100002102,37432,,,N-acetyl-beta-alanine,3025-95-4,68881.0,C01073,130.05096,3337.0,LC/MS Neg,76406.0,773.0,"Pyrimidine Metabolism, Uracil containing",Nucleotide,N-acetyl-beta-alanine
100002249,43530,HMDB02284,,N-acetyl-cadaverine,32343-73-0,,,145.13353999999998,106.0,LC/MS Pos Early,189087.0,2385.0,Lysine Metabolism,Amino Acid,N-acetyl-cadaverine
100005818,47136,,,N-acetyl-S-allyl-L-cysteine,23127-41-5,134378.0,,202.05433,3946.0,LC/MS Neg,152467.0,2237.0,Food Component/Plant,Xenobiotics,N-acetyl-S-allyl-L-cysteine
1110,1585,HMDB00766,,N-acetylalanine,97-69-8,79449.0,C02847,130.05096,30.0,LC/MS Neg,88064.0,861.2,Alanine and Aspartate Metabolism,Amino Acid,N-acetylalanine
100005367,45404,,,N-acetylalliin,,,,220.06381000000002,3734.0,LC/MS Pos Early,,1348.0,Food Component/Plant,Xenobiotics,N-acetylalliin
100001266,33953,HMDB04620,,N-acetylarginine,155-84-0,60752.0,C02562,217.12952,361.0,LC/MS Pos Early,67427.0,2245.0,Urea cycle; Arginine and Proline Metabolism,Amino Acid,N-acetylarginine
100001257,33942,HMDB06028,,N-acetylasparagine,4033-40-3,90090.0,,175.07134,39.0,LC/MS Pos Early,99715.0,785.0,Alanine and Aspartate Metabolism,Amino Acid,N-acetylasparagine
100000787,22185,HMDB00812,,N-acetylaspartate (NAA),997-55-7;997-55-7,58576.0,C01042,174.04079,35.0,LC/MS Polar,65065.0,3143.0,Alanine and Aspartate Metabolism,Amino Acid,N-acetylaspartate (NAA)
100004046,43488,HMDB12881,,N-acetylcarnosine,56353-15-2,8079136.0,,267.10988,446.0,LC/MS Neg,9903482.0,1235.0,Dipeptide Derivative,Peptide,N-acetylcarnosine
100001577,48434,HMDB00856,,N-acetylcitrulline,33965-42-3,571213.0,C15532,216.09897999999998,362.0,LC/MS Neg,656979.0,940.0,Urea cycle; Arginine and Proline Metabolism,Amino Acid,N-acetylcitrulline
100006435,46539,HMDB00215,,N-acetylglucosamine/N-acetylgalactosamine,,,,222.0972,1063.0,LC/MS Pos Early,24139.0,715.0,Aminosugar Metabolism,Carbohydrate,N-acetylglucosamine/N-acetylgalactosamine
1215,48149,HMDB00489,,N-acetylglucosaminylasparagine,2776-93-4,21403014.0,C04540,336.14015,1060.0,LC/MS Pos Early,123826.0,1212.0,Aminosugar Metabolism,Carbohydrate,N-acetylglucosaminylasparagine
100000282,15720,HMDB01138,,N-acetylglutamate,5817-08-03 00:00:00,1266066.0,C00624,188.05643999999998,42.0,LC/MS Polar,70914.0,3106.0,Glutamate Metabolism,Amino Acid,N-acetylglutamate
100001253,33943,HMDB06029,,N-acetylglutamine,2490-97-3,158492.0,C02716,187.07243,43.0,LC/MS Polar,182230.0,2140.0,Glutamate Metabolism,Amino Acid,N-acetylglutamine
100001006,27710,HMDB00532,,N-acetylglycine,543-24-8,10507.0,,118.04987,2.0,LC/MS Pos Early,10972.0,826.0,"Glycine, Serine and Threonine Metabolism",Amino Acid,N-acetylglycine
100001293,33946,HMDB32055,,N-acetylhistidine,39145-52-3,68142.0,C02997,196.07276000000002,65.0,LC/MS Neg,75619.0,900.0,Histidine Metabolism,Amino Acid,N-acetylhistidine
100001276,33967,HMDB61684,,N-acetylisoleucine,3077-46-1,2081100.0,,172.09791,280.0,LC/MS Neg,2802421.0,2325.0,"Leucine, Isoleucine and Valine Metabolism",Amino Acid,N-acetylisoleucine
100006378,48757,,,N-acetylkynurenine (2),,,,249.08808,210.0,LC/MS Neg,,2378.0,Tryptophan Metabolism,Amino Acid,N-acetylkynurenine (2)
1082,1587,HMDB11756,,N-acetylleucine,1188-21-2,64075.0,C02710,172.09791,245.0,LC/MS Neg,70912.0,2400.0,"Leucine, Isoleucine and Valine Metabolism",Amino Acid,N-acetylleucine
1083,1589,HMDB11745,,N-acetylmethionine,65-82-7,395338.0,C02712,190.05434,311.0,LC/MS Neg,448580.0,1787.0,"Methionine, Cysteine, SAM and Taurine Metabolism",Amino Acid,N-acetylmethionine
100005463,45428,,,N-acetylmethionine sulfoxide,108646-71-5,167798.0,,208.06381000000002,316.0,LC/MS Pos Early,193368.0,880.0,"Methionine, Cysteine, SAM and Taurine Metabolism",Amino Acid,N-acetylmethionine sulfoxide
1162,32377,HMDB00230,,N-acetylneuraminate,131-48-6,10292217.0,C00270,310.11326,1049.0,LC/MS Pos Early,439197.0,660.0,Aminosugar Metabolism,Carbohydrate,N-acetylneuraminate
100001256,33950,HMDB00512,,N-acetylphenylalanine,2018-61-3,67404.0,C03519,206.08226000000002,110.0,LC/MS Neg,74839.0,2597.0,Phenylalanine Metabolism,Amino Acid,N-acetylphenylalanine
100001334,34387,,,N-acetylproline,1074-79-9,285677.0,,158.08117,363.0,LC/MS Pos Early,322640.0,1695.0,Urea cycle; Arginine and Proline Metabolism,Amino Acid,N-acetylproline
192,37496,HMDB02064,,N-acetylputrescine,18233-70-0,109095.0,C02714,131.11789,397.0,LC/MS Pos Early,122356.0,2230.0,Polyamine Metabolism,Amino Acid,N-acetylputrescine
100001851,37076,HMDB02931,,N-acetylserine,97-14-3,58744.0,,146.04588,10.0,LC/MS Polar,65249.0,2000.0,"Glycine, Serine and Threonine Metabolism",Amino Acid,N-acetylserine
100005466,48187,,,N-acetyltaurine,,140553.0,,166.01795,340.0,LC/MS Neg,159864.0,800.0,"Methionine, Cysteine, SAM and Taurine Metabolism",Amino Acid,N-acetyltaurine
100001274,33939,,,N-acetylthreonine,17093-74-2,3841173.0,,160.06153,17.0,LC/MS Neg,152204.0,821.6,"Glycine, Serine and Threonine Metabolism",Amino Acid,N-acetylthreonine
100001254,33959,HMDB13713,,N-acetyltryptophan,1218-34-4,610602.0,C03137,245.09316,198.0,LC/MS Neg,700653.0,2630.0,Tryptophan Metabolism,Amino Acid,N-acetyltryptophan
100001104,32390,HMDB00866,,N-acetyltyrosine,537-55-3,61606.0,,222.07717999999997,126.0,LC/MS Neg,68310.0,1680.0,Tyrosine Metabolism,Amino Acid,N-acetyltyrosine
1084,1591,HMDB11757,,N-acetylvaline,96-81-1,60154.0,,158.08226000000002,299.0,LC/MS Neg,66789.0,1704.0,"Leucine, Isoleucine and Valine Metabolism",Amino Acid,N-acetylvaline
100015624,57372,,,N-behenoyl-sphingadienine (d18:2/22:0)*,,,,620.59763,2274.0,LC/MS Pos Late,,3911.0,Sphingolipid Metabolism,Lipid,N-behenoyl-sphingadienine (d18:2/22:0)*
100004523,43249,,,N-delta-acetylornithine,,8096135.0,,175.10772,364.0,LC/MS Pos Early,9920500.0,1877.0,Urea cycle; Arginine and Proline Metabolism,Amino Acid,N-delta-acetylornithine
100004561,43549,HMDB04089,,N-formylanthranilic acid,3342-77-6,91624.0,C05653,164.03531,214.0,LC/MS Polar,101399.0,900.0,Tryptophan Metabolism,Amino Acid,N-formylanthranilic acid
194,2829,HMDB01015,,N-formylmethionine,4289-98-9,388809.0,C03145,176.03869,312.0,LC/MS Neg,439750.0,1543.8,"Methionine, Cysteine, SAM and Taurine Metabolism",Amino Acid,N-formylmethionine
100006056,48433,,,N-formylphenylalanine,13200-85-6,663938.0,,192.06661,177.0,LC/MS Neg,759256.0,2360.0,Tyrosine Metabolism,Amino Acid,N-formylphenylalanine
100005383,47101,,,N-methylpipecolate,41447-17-0,9461516.0,,144.10191,4077.0,LC/MS Pos Early,11286529.0,1932.0,Bacterial/Fungal,Xenobiotics,N-methylpipecolate
100001956,37431,,,N-methylproline,475-11-6,541.0,,130.08626,373.0,LC/MS Pos Early,557.0,1335.0,Urea cycle; Arginine and Proline Metabolism,Amino Acid,N-methylproline
100004056,42989,,,N-methyltaurine,107-68-6,7594.0,,138.02303,341.0,LC/MS Polar,7882.0,1650.0,"Methionine, Cysteine, SAM and Taurine Metabolism",Amino Acid,N-methyltaurine
100015641,57664,,,N-oleoylserine,,21466990.0,,368.28063,1587.0,LC/MS Neg,,5600.0,Endocannabinoid,Lipid,N-oleoylserine
100003119,39732,,,N-oleoyltaurine,52514-04-2,4941625.0,,388.2527,1571.0,LC/MS Neg,6437033.0,5610.0,Endocannabinoid,Lipid,N-oleoyltaurine
100015731,57430,,,N-palmitoyl-heptadecasphingosine (d17:1/16:0)*,,,,524.50374,2325.0,LC/MS Pos Late,,2645.0,Sphingolipid Metabolism,Lipid,N-palmitoyl-heptadecasphingosine (d17:1/16:0)*
100015609,57416,,,N-palmitoyl-sphingadienine (d18:2/16:0)*,,,,536.50372,2273.0,LC/MS Pos Late,,2490.0,Sphingolipid Metabolism,Lipid,N-palmitoyl-sphingadienine (d18:2/16:0)*
100009028,52604,HMDB11760,,N-palmitoyl-sphinganine (d18:0/16:0),5966-29-0,4446685.0,,540.53503,2272.0,LC/MS Pos Late,5283572.0,3090.0,Sphingolipid Metabolism,Lipid,N-palmitoyl-sphinganine (d18:0/16:0)
1518,44877,HMDB04949,,N-palmitoyl-sphingosine (d18:1/16:0),24696-26-2,4446677.0,,538.51937,2369.0,LC/MS Pos Late,5283564.0,2893.0,Ceramides,Lipid,N-palmitoyl-sphingosine (d18:1/16:0)
100003686,42092,HMDB13034,,N-palmitoylglycine,2441-41-0,133100.0,,312.25441,1341.0,LC/MS Neg,151008.0,5580.0,Fatty Acid Metabolism(Acyl Glycine),Lipid,N-palmitoylglycine
100015640,57659,,,N-palmitoylserine,58725-46-5;474943-14-1,4956046.0,,342.26498,1586.0,LC/MS Neg,6453686.0,5557.0,Endocannabinoid,Lipid,N-palmitoylserine
100003239,39835,,,N-palmitoyltaurine,83982-06-3,14435932.0,,362.23705,1573.0,LC/MS Neg,,5560.0,Endocannabinoid,Lipid,N-palmitoyltaurine
1547,54979,HMDB04950,,N-stearoyl-sphingosine (d18:1/18:0)*,104404-17-3,4446678.0,,566.55067,2371.0,LC/MS Pos Late,5283565.0,3392.0,Ceramides,Lipid,N-stearoyl-sphingosine (d18:1/18:0)*
100003240,39730,,,N-stearoyltaurine,63155-80-6,147194.0,,390.26835,1572.0,LC/MS Neg,168274.0,5782.0,Endocannabinoid,Lipid,N-stearoyltaurine
100015962,57687,,,N-trimethyl 5-aminovalerate,,34236878.0,,160.13321000000002,108.0,LC/MS Pos Early,,2186.0,Lysine Metabolism,Amino Acid,N-trimethyl 5-aminovalerate
100001468,40469,HMDB04193,,N1-Methyl-2-pyridone-5-carboxamide,701-44-0,62899.0,C05842,151.0513,3396.0,LC/MS Neg,69698.0,1668.0,Nicotinate and Nicotinamide Metabolism,Cofactors and Vitamins,N1-Methyl-2-pyridone-5-carboxamide
1242,15650,HMDB03331,,N1-methyladenosine,15763-06-1,4573813.0,C02494,282.11969,3257.0,LC/MS Pos Early,27476.0,2120.0,"Purine Metabolism, Adenine containing",Nucleotide,N1-methyladenosine
100001409,48351,HMDB02721,,N1-methylinosine,20245-33-4,513976.0,,283.1037,3234.0,LC/MS Pos Early,65095.0,1430.0,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",Nucleotide,N1-methylinosine
100001412,35137,HMDB04824,,"N2,N2-dimethylguanosine",2140-67-2,83878.0,,312.13025,3293.0,LC/MS Pos Early,92919.0,2210.0,"Purine Metabolism, Guanine containing",Nucleotide,"N2,N2-dimethylguanosine"
100004575,43591,,,"N2,N5-diacetylornithine",39825-23-5,8573834.0,,215.10372999999998,366.0,LC/MS Neg,10398396.0,1367.0,Urea cycle; Arginine and Proline Metabolism,Amino Acid,"N2,N5-diacetylornithine"
100001721,36751,HMDB00446,,N2-acetyllysine,1946-82-3,83869.0,C12989,187.10881,85.0,LC/MS Polar,92907.0,3372.6,Lysine Metabolism,Amino Acid,N2-acetyllysine
100001413,35130,HMDB05923,,N4-acetylcytidine,3768-18-1,96702.0,,284.08881,3349.0,LC/MS Neg,107461.0,2040.0,"Pyrimidine Metabolism, Cytidine containing",Nucleotide,N4-acetylcytidine
189,1498,HMDB01325,,"N6,N6,N6-trimethyllysine",23284-33-5,140379.0,C03793,189.15976,91.0,LC/MS Pos Early,440120.0,2825.0,Lysine Metabolism,Amino Acid,"N6,N6,N6-trimethyllysine"
100001734,36752,HMDB00206,,N6-acetyllysine,692-04-6,83801.0,C02727,187.10881,86.0,LC/MS Neg,92832.0,1059.0,Lysine Metabolism,Amino Acid,N6-acetyllysine
100001415,35157,HMDB41623,,N6-carbamoylthreonyladenosine,24719-82-2,141829.0,,411.12698,3267.0,LC/MS Neg,161466.0,2164.0,"Purine Metabolism, Adenine containing",Nucleotide,N6-carbamoylthreonyladenosine
100001664,48130,HMDB00912,,N6-succinyladenosine,4542-23-8,,,382.10042999999996,3276.0,LC/MS Neg,165243.0,940.0,"Purine Metabolism, Adenine containing",Nucleotide,N6-succinyladenosine
1384,12122,HMDB01923,,naproxen,22204-53-1,137720.0,C01517,229.08702000000002,4256.0,LC/MS Neg,156391.0,4155.0,Drug,Xenobiotics,naproxen
100000920,44663,HMDB02670,,naringenin,67604-48-2,907.0,C00509,271.06119,3855.0,LC/MS Neg,932.0,3437.0,Food Component/Plant,Xenobiotics,naringenin
100010898,54924,,,naringenin 7-glucuronide,,,,447.09328,3857.0,LC/MS Neg,,3144.0,Food Component/Plant,Xenobiotics,naringenin 7-glucuronide
100015846,57531,,,nervonoylcarnitine (C24:1)*,,,,510.45167999999995,1389.0,LC/MS Pos Late,,1602.0,Fatty Acid Metabolism(Acyl Carnitine),Lipid,nervonoylcarnitine (C24:1)*
432,594,HMDB01406,,nicotinamide,98-92-0,911.0,C00153,123.05528999999999,3377.0,LC/MS Pos Early,936.0,1942.0,Nicotinate and Nicotinamide Metabolism,Cofactors and Vitamins,nicotinamide
100015785,57810,HMDB02007,,nisinate (24:6n3),68378-49-4,9967286.0,,355.26425,1171.0,LC/MS Neg,11792612.0,5657.0,Polyunsaturated Fatty Acid (n3 and n6),Lipid,nisinate (24:6n3)
892,1356,HMDB00772,,nonadecanoate (19:0),646-30-0,12071.0,C16535,297.2799,1141.0,LC/MS Neg,12591.0,6068.0,Long Chain Fatty Acid,Lipid,nonadecanoate (19:0)
100002715,57782,HMDB01297,,norcotinine,17114-40-8,400.0,,163.08659,3604.0,LC/MS Pos Early,413.0,2156.0,Tobacco Metabolite,Xenobiotics,norcotinine
100003769,37252,HMDB60551,,norfluoxetine,83891-03-6,4382.0,,296.12568,4264.0,LC/MS Pos Late,4541.0,1008.0,Drug,Xenobiotics,norfluoxetine
100001806,36845,,,o-cresol sulfate,,9790277.0,,187.00705,3567.0,LC/MS Neg,11615528.0,2796.0,Benzoate Metabolism,Xenobiotics,o-cresol sulfate
100004173,43334,HMDB60532,,O-desmethylvenlafaxine,300827-87-6,111300.0,D07793,264.19581,4179.0,LC/MS Pos Early,125017.0,3253.0,Drug,Xenobiotics,O-desmethylvenlafaxine
100004208,46111,HMDB60013,,O-methylcatechol sulfate,,21078.0,,203.00196,3525.0,LC/MS Neg,22473.0,2344.0,Benzoate Metabolism,Xenobiotics,O-methylcatechol sulfate
100005384,45413,,,O-sulfo-L-tyrosine,,448617.0,,260.02342999999996,4466.0,LC/MS Neg,514186.0,990.0,Chemical,Xenobiotics,O-sulfo-L-tyrosine
100001615,36754,HMDB00782,,octadecanedioate,871-70-5,63283.0,,313.23843,1275.0,LC/MS Neg,70095.0,5043.0,"Fatty Acid, Dicarboxylate",Lipid,octadecanedioate
100001247,33936,HMDB00791,,octanoylcarnitine (C8),3671-77-0,110274.0,C02838,288.21693999999997,1351.0,LC/MS Pos Late,123701.0,950.0,Fatty Acid Metabolism(Acyl Carnitine),Lipid,octanoylcarnitine (C8)
1504,32458,HMDB02117,,oleamide,301-02-0,4446508.0,C19670,280.26457999999997,1303.0,LC/MS Neg,5283387.0,6581.0,"Fatty Acid, Amide",Lipid,oleamide
100008930,52285,,,oleate/vaccenate (18:1),,,,281.2486,1134.0,LC/MS Neg,,5655.0,Long Chain Fatty Acid,Lipid,oleate/vaccenate (18:1)
1137,38102,HMDB02088,,oleoyl ethanolamide,11-58-0;111-58-0,4446574.0,,324.2908,1560.0,LC/MS Neg,5283454.0,6450.0,Endocannabinoid,Lipid,oleoyl ethanolamide
100002989,46798,HMDB07219,,oleoyl-linoleoyl-glycerol (18:1/18:2) [1],106292-55-1,23975985.0,,636.55616,2226.0,LC/MS Pos Late,,3115.0,Diacylglycerol,Lipid,oleoyl-linoleoyl-glycerol (18:1/18:2) [1]
100002990,46799,HMDB07219,,oleoyl-linoleoyl-glycerol (18:1/18:2) [2],104346-53-4,29788004.0,,636.55616,2227.0,LC/MS Pos Late,,3223.0,Diacylglycerol,Lipid,oleoyl-linoleoyl-glycerol (18:1/18:2) [2]
100001501,35160,HMDB05065,,oleoylcarnitine (C18:1),38677-66-6,21403150.0,,426.35779,1364.0,LC/MS Pos Late,6441392.0,1423.0,Fatty Acid Metabolism(Acyl Carnitine),Lipid,oleoylcarnitine (C18:1)
100009331,53260,,,oleoylcholine,,,,368.35231,1404.0,LC/MS Pos Late,,1449.0,Fatty Acid Metabolism (Acyl Choline),Lipid,oleoylcholine
100002725,38600,HMDB01913,,omeprazole,73590-58-6,4433.0,C07324,346.12199,4267.0,LC/MS Pos Late,4594.0,717.0,Drug,Xenobiotics,omeprazole
444,1493,HMDB03374,,ornithine,3184-13-2,6026.0,C00077,133.09716,350.0,LC/MS Pos Early,6262.0,2800.0,Urea cycle; Arginine and Proline Metabolism,Amino Acid,ornithine
445,1505,HMDB00226,,orotate,50887-69-9,942.0,C00295,155.00983,3305.0,LC/MS Polar,967.0,1638.1,"Pyrimidine Metabolism, Orotate containing",Nucleotide,orotate
100001416,35172,HMDB00788,,orotidine,314-50-1,83729.0,,287.05208999999996,3307.0,LC/MS Polar,92751.0,2250.0,"Pyrimidine Metabolism, Orotate containing",Nucleotide,orotidine
100000841,20694,HMDB02329,,oxalate (ethanedioate),144-62-7,946.0,C00209,88.98803000000001,3420.0,LC/MS Neg,971.0,603.0,Ascorbate and Aldarate Metabolism,Cofactors and Vitamins,oxalate (ethanedioate)
100002489,41726,HMDB00786,,oxypurinol,2465-59-0,4483.0,D02365,151.02615,4272.0,LC/MS Polar,4644.0,1656.0,Drug,Xenobiotics,oxypurinol
100001315,36103,HMDB11635,,p-cresol sulfate,3233-57-7,3806480.0,,187.00705,3560.0,LC/MS Neg,4615423.0,2890.0,Benzoate Metabolism,Xenobiotics,p-cresol sulfate
100006191,48841,HMDB11686,,p-cresol-glucuronide*,17680-99-8,135751.0,,283.08232000000004,175.0,LC/MS Neg,154035.0,2420.0,Tyrosine Metabolism,Amino Acid,p-cresol-glucuronide*
424,1336,HMDB00220,,palmitate (16:0),57-10-3,960.0,C00249,255.23295,1126.0,LC/MS Neg,985.0,5618.0,Long Chain Fatty Acid,Lipid,palmitate (16:0)
100003915,42095,HMDB12273,,palmitic amide,629-54-9,62629.0,,254.24892999999997,1302.0,LC/MS Neg,69421.0,6690.0,"Fatty Acid, Amide",Lipid,palmitic amide
452,33447,HMDB03229,,palmitoleate (16:1n7),373-49-9,393216.0,C08362,253.2173,1127.0,LC/MS Neg,445638.0,5475.0,Long Chain Fatty Acid,Lipid,palmitoleate (16:1n7)
100009406,53223,,,palmitoleoylcarnitine (C16:1)*,,28639183.0,,398.32649,1360.0,LC/MS Pos Late,71464547.0,1357.0,Fatty Acid Metabolism(Acyl Carnitine),Lipid,palmitoleoylcarnitine (C16:1)*
100009334,53257,,,palmitoloelycholine,,,,340.32101,1405.0,LC/MS Pos Late,,1385.0,Fatty Acid Metabolism (Acyl Choline),Lipid,palmitoloelycholine
100008954,52434,,,palmitoyl dihydrosphingomyelin (d18:0/16:0)*,,8115586.0,,705.5905,2283.0,LC/MS Pos Late,9939965.0,2290.0,Sphingolipid Metabolism,Lipid,palmitoyl dihydrosphingomyelin (d18:0/16:0)*
100002107,37506,,,palmitoyl sphingomyelin (d18:1/16:0),6254-89-3,8115562.0,,703.57485,2285.0,LC/MS Pos Late,9939941.0,2168.0,Sphingolipid Metabolism,Lipid,palmitoyl sphingomyelin (d18:1/16:0)
100000776,44681,HMDB00222,,palmitoylcarnitine (C16),6865-14-1,448.0,C02990,400.34214,1359.0,LC/MS Pos Late,461.0,1425.0,Fatty Acid Metabolism(Acyl Carnitine),Lipid,palmitoylcarnitine (C16)
